candidate_id,sec_signal_date,filer_name,filer_tickers,event_class,candidate_confidence,decision,reviewed_target_cik,reviewed_target_name,reviewed_target_ticker,acquirer_name,first_public_announcement_at,announcement_date,timestamp_precision,transaction_structure,change_of_control_percent,transaction_status,transaction_status_as_of,review_primary_source_url,public_listing_source_url,public_listing_exchange,public_listing_evidence_as_of,source_title,source_retrieved_at,source_locator,reviewer,reviewed_at,review_notes,reviewer_is_independent_human,training_allowed
e10aa211479d2757861a,2023-10-13,POINT Biopharma Global Inc.,[],tender_offer_target,high,include,1811764,"POINT Biopharma Global, Inc.",PNT,Eli Lilly and Company,,2023-10-03,date,tender_offer,100,pending,2023-10-03,https://investor.lilly.com/node/49621,https://investor.lilly.com/node/49621,NASDAQ,2023-10-03,Lilly to Acquire POINT Biopharma to Expand Oncology Capabilities into Next-Generation Radioligand Therapies,2026-09-08T12:14:14+00:00,Opening dateline and Terms of the Agreement,Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Eli Lilly and Company announced a definitive agreement on 2023-10-03 to acquire POINT Biopharma Global, Inc. through an offer for all outstanding shares at USD 12.50 cash per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under PNT. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
a244abc25872eaae2e02,2023-12-27,"Icosavax, Inc.",[],tender_offer_target,high,include,1786255,"Icosavax, Inc.",ICVX,AstraZeneca,,2023-12-12,date,tender_offer,100,pending,2023-12-12,https://www.astrazeneca.com/media-centre/press-releases/2023/astrazeneca-to-acquire-icosavax-including-potential-first-in-class-rsv-and-hmpv-combination-vaccine-with-positive-phase-ii-data.html,https://www.astrazeneca.com/media-centre/press-releases/2023/astrazeneca-to-acquire-icosavax-including-potential-first-in-class-rsv-and-hmpv-combination-vaccine-with-positive-phase-ii-data.html,NASDAQ,2023-12-12,"AstraZeneca to acquire Icosavax, including potential first-in-class RSV and hMPV combination vaccine with positive Phase II data",2026-09-08T12:14:14+00:00,"Published date, opening paragraph and Financial considerations",Codex-primary-source-review,2026-09-08T12:14:14+00:00,"AstraZeneca announced a definitive agreement on 2023-12-12 to acquire Icosavax, Inc. through an offer for all outstanding shares at USD 15.00 cash per share plus contingent cash rights of up to USD 5.00 per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under ICVX. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
7ef843d60949dbaafdac,2024-02-23,"CymaBay Therapeutics, Inc.",[],tender_offer_target,high,include,1042074,"CymaBay Therapeutics, Inc.",CBAY,Gilead Sciences,,2024-02-12,date,tender_offer,100,pending,2024-02-12,https://investors.gilead.com/news/news-details/2024/Gilead-Sciences-Expands-Liver-Portfolio-With-Acquisition-of-CymaBay-Therapeutics/default.aspx,https://investors.gilead.com/news/news-details/2024/Gilead-Sciences-Expands-Liver-Portfolio-With-Acquisition-of-CymaBay-Therapeutics/default.aspx,NASDAQ,2024-02-12,Gilead Sciences Expands Liver Portfolio With Acquisition of CymaBay Therapeutics,2026-09-08T12:14:14+00:00,"Publication date, opening paragraph and Terms of the Transaction",Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Gilead Sciences announced a definitive agreement on 2024-02-12 to acquire CymaBay Therapeutics, Inc. through an offer for all outstanding shares at USD 32.50 cash per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under CBAY. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
ad8ff11f51925f72784d,2024-04-22,"ALPINE IMMUNE SCIENCES, INC.",[],tender_offer_target,high,include,1626199,"Alpine Immune Sciences, Inc.",ALPN,Vertex Pharmaceuticals,,2024-04-10,date,tender_offer,100,pending,2024-04-10,https://investors.vrtx.com/news-releases/news-release-details/vertex-enters-agreement-acquire-alpine-immune-sciences,https://investors.vrtx.com/news-releases/news-release-details/vertex-enters-agreement-acquire-alpine-immune-sciences,NASDAQ,2024-04-10,Vertex Enters Into Agreement to Acquire Alpine Immune Sciences,2026-09-08T12:14:14+00:00,"Publication date, opening paragraph and Transaction Terms",Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Vertex Pharmaceuticals announced a definitive agreement on 2024-04-10 to acquire Alpine Immune Sciences, Inc. through an offer for all outstanding shares at USD 65.00 cash per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under ALPN. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
1fad96cf185d53c3e9e4,2024-05-13,"Deciphera Pharmaceuticals, Inc.",[],tender_offer_target,high,include,1654151,"Deciphera Pharmaceuticals, Inc.",DCPH,"ONO Pharmaceutical Co., Ltd.",,2024-04-29,date,tender_offer,100,pending,2024-04-29,https://www.deciphera.com/news/deciphera-pharmaceuticals-be-acquired-ono-pharmaceutical-24-billion,https://www.deciphera.com/news/deciphera-pharmaceuticals-be-acquired-ono-pharmaceutical-24-billion,NASDAQ,2024-04-29,Deciphera Pharmaceuticals to be Acquired by ONO Pharmaceutical For $2.4 Billion,2026-09-08T12:14:14+00:00,"Publication date, opening dateline and Transaction Details",Codex-primary-source-review,2026-09-08T12:14:14+00:00,"ONO Pharmaceutical Co., Ltd. announced a definitive agreement on 2024-04-29 to acquire Deciphera Pharmaceuticals, Inc. through an offer for all outstanding shares at USD 25.60 cash per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under DCPH. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. The issuer page shows 07:04 AM EDT; date precision is retained because issuer-site posting may follow the acquirer release. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
c59bb0682594152249ab,2024-07-19,"Morphic Holding, Inc.",[],tender_offer_target,high,include,1679363,"Morphic Holding, Inc.",MORF,Eli Lilly and Company,,2024-07-08,date,tender_offer,100,pending,2024-07-08,https://investor.lilly.com/node/51041,https://investor.lilly.com/node/51041,NASDAQ,2024-07-08,Lilly to Acquire Morphic to Improve Outcomes for Patients with Inflammatory Bowel Disease,2026-09-08T12:14:14+00:00,Opening dateline and Terms of the Agreement,Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Eli Lilly and Company announced a definitive agreement on 2024-07-08 to acquire Morphic Holding, Inc. through an offer for all outstanding shares at USD 57.00 cash per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under MORF. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
eb36d968356d0e967eb2,2024-10-30,"Longboard Pharmaceuticals, Inc.","[""LBPH""]",tender_offer_target,high,include,1832168,"Longboard Pharmaceuticals, Inc.",LBPH,H. Lundbeck A/S,,2024-10-14,date,tender_offer,100,pending,2024-10-14,https://www.lundbeck.com/content/dam/lundbeck-com/masters/global-site/global-site/investors/2024/CorporateRelease_FINAL.pdf,https://www.lundbeck.com/content/dam/lundbeck-com/masters/global-site/global-site/investors/2024/CorporateRelease_FINAL.pdf,NASDAQ,2024-10-14,"Lundbeck to acquire Longboard Pharmaceuticals in a strategic deal, significantly enhancing its neuroscience pipeline",2026-09-08T12:14:14+00:00,"Corporate Release 761/2024, pages 1-2: opening dateline and Transaction terms",Codex-primary-source-review,2026-09-08T12:14:14+00:00,"H. Lundbeck A/S announced a definitive agreement on 2024-10-14 to acquire Longboard Pharmaceuticals, Inc. through an offer for all outstanding shares at USD 60.00 cash per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under LBPH. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
d634825e2491ed8a20cb,2024-12-09,"Poseida Therapeutics, Inc.","[""PSTX""]",tender_offer_target,high,include,1661460,"Poseida Therapeutics, Inc.",PSTX,Roche,,2024-11-26,date,tender_offer,100,pending,2024-11-26,https://www.roche.com/investors/updates/inv-update-2024-11-26b,https://www.roche.com/investors/updates/inv-update-2024-11-26b,NASDAQ,2024-11-26,"Roche enters into a definitive agreement to acquire Poseida Therapeutics, including cell therapy candidates and related platform technologies",2026-09-08T12:14:14+00:00,Opening Basel dateline and Terms of the agreement,Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Roche announced a definitive agreement on 2024-11-26 to acquire Poseida Therapeutics, Inc. through an offer for all outstanding shares at USD 9.00 cash per share plus contingent cash rights of up to USD 4.00 per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under PSTX. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. This new agreement buys the whole company, distinct from the pre-existing 2022 collaboration and license. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
31ae9c8d991880bd401b,2025-03-21,CHIMERIX INC,"[""CMRX""]",tender_offer_target,high,include,1117480,"Chimerix, Inc.",CMRX,Jazz Pharmaceuticals,,2025-03-05,date,tender_offer,100,pending,2025-03-05,https://investor.jazzpharma.com/news-releases/news-release-details/jazz-pharmaceuticals-acquire-chimerix-further-diversifying,https://investor.jazzpharma.com/news-releases/news-release-details/jazz-pharmaceuticals-acquire-chimerix-further-diversifying,NASDAQ,2025-03-05,"Jazz Pharmaceuticals to Acquire Chimerix, Further Diversifying Oncology Portfolio",2026-09-08T12:14:14+00:00,"Publication date, opening dateline and Transaction Terms",Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Jazz Pharmaceuticals announced a definitive agreement on 2025-03-05 to acquire Chimerix, Inc. through an offer for all outstanding shares at USD 8.55 cash per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under CMRX. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
b1983ee3f73a13305cbb,2025-05-27,Regulus Therapeutics Inc.,"[""RGLS""]",tender_offer_target,high,include,1505512,Regulus Therapeutics Inc.,RGLS,Novartis AG,,2025-04-30,date,tender_offer,100,pending,2025-04-30,https://www.sec.gov/Archives/edgar/data/1505512/000119312525105845/d873263dex991.htm,https://www.sec.gov/Archives/edgar/data/1505512/000119312525105845/d873263dex991.htm,NASDAQ,2025-04-30,Regulus Therapeutics Enters into Agreement to be Acquired by Novartis AG,2026-09-08T12:14:14+00:00,"Issuer Exhibit 99.1, opening San Diego dateline and Transaction Details",Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Novartis AG announced a definitive agreement on 2025-04-30 to acquire Regulus Therapeutics Inc. through an offer for all outstanding shares at USD 7.00 cash per share plus contingent cash rights of up to USD 7.00 per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under RGLS. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
548641f45fec2c571914,2025-06-17,Blueprint Medicines Corp,"[""BPMC""]",tender_offer_target,high,include,1597264,Blueprint Medicines Corporation,BPMC,Sanofi,,2025-06-02,date,tender_offer,100,pending,2025-06-02,https://www.sanofi.com/en/media-room/press-releases/2025/2025-06-02-05-00-00-3091541,https://www.sanofi.com/en/media-room/press-releases/2025/2025-06-02-05-00-00-3091541,NASDAQ,2025-06-02,"Sanofi to acquire Blueprint Medicines, expanding portfolio in rare immunological disease and adding early-stage pipeline in immunology",2026-09-08T12:14:14+00:00,"Opening Paris/Cambridge dateline, Transaction terms and financial considerations, and About Blueprint Medicines",Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Sanofi announced a definitive agreement on 2025-06-02 to acquire Blueprint Medicines Corporation through an offer for all outstanding shares at USD 129.00 cash per share plus contingent cash rights of up to USD 6.00 per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under BPMC. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
9f4e25c13b17104b33f3,2025-07-02,"Sage Therapeutics, Inc.","[""SAGE""]",tender_offer_target,high,include,1597553,"Sage Therapeutics, Inc.",SAGE,Supernus Pharmaceuticals,2025-06-16T07:00:00-04:00,2025-06-16,timestamp,tender_offer,100,pending,2025-06-16,https://ir.supernus.com/news-releases/news-release-details/supernus-pharmaceuticals-acquire-sage-therapeutics-strengthening,https://ir.supernus.com/news-releases/news-release-details/supernus-pharmaceuticals-acquire-sage-therapeutics-strengthening,NASDAQ,2025-06-16,"Supernus Pharmaceuticals to Acquire Sage Therapeutics, Strengthening its Neuropsychiatry Product Portfolio",2026-09-08T12:14:14+00:00,"Publication timestamp, Terms and Financing, About Sage Therapeutics and merger description in Sage forward-looking statement",Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Supernus Pharmaceuticals announced a definitive agreement on 2025-06-16 to acquire Sage Therapeutics, Inc. through an offer for all outstanding shares at USD 8.50 cash per share plus contingent cash rights of up to USD 3.50 per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under SAGE. Closing remained conditional at announcement. Supernus release explicitly prints June 16, 2025 at 7:00 AM EDT. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
b2f48fe8f936077bb891,2025-06-25,"Verve Therapeutics, Inc.","[""VERV""]",tender_offer_target,high,include,1840574,"Verve Therapeutics, Inc.",VERV,Eli Lilly and Company,,2025-06-17,date,tender_offer,100,pending,2025-06-17,https://investor.lilly.com/news-releases/news-release-details/lilly-acquire-verve-therapeutics-advance-one-time-treatments,https://investor.lilly.com/news-releases/news-release-details/lilly-acquire-verve-therapeutics-advance-one-time-treatments,NASDAQ,2025-06-17,Lilly to acquire Verve Therapeutics to advance one-time treatments for people with high cardiovascular risk,2026-09-08T12:14:14+00:00,Opening dateline and transaction terms following management comments,Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Eli Lilly and Company announced a definitive agreement on 2025-06-17 to acquire Verve Therapeutics, Inc. through an offer for all outstanding shares at USD 10.50 cash per share plus contingent cash rights of up to USD 3.00 per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under VERV. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
c1f5136ea2f9f7e5a70c,2025-10-01,"89bio, Inc.","[""ETNB""]",tender_offer_target,high,include,1785173,"89bio, Inc.",ETNB,Roche,,2025-09-18,date,tender_offer,100,pending,2025-09-18,https://www.roche.com/media/releases/med-cor-2025-09-18,https://www.roche.com/media/releases/med-cor-2025-09-18,NASDAQ,2025-09-18,Roche enters into a definitive merger agreement to acquire 89bio,2026-09-08T12:14:14+00:00,Opening Basel dateline and Terms of the merger agreement,Codex-primary-source-review,2026-09-08T12:14:14+00:00,"Roche announced a definitive agreement on 2025-09-18 to acquire 89bio, Inc. through an offer for all outstanding shares at USD 14.50 cash per share plus contingent cash rights of up to USD 6.00 per share, followed by a merger covering remaining shares. The announcement identifies the target as Nasdaq-listed under ETNB. Closing remained conditional at announcement. Only announcement date is adopted; no intraday announcement time is inferred. September 18 is the public announcement dateline; the agreement signing date and October tender commencement are different events. Proposed ownership of 100% refers to the intended result after closing; it is not a completed ownership or tender acceptance assertion. Codex source review requires independent audit before model use.",false,false
