candidate_id,sec_signal_date,filer_name,filer_tickers,event_class,candidate_confidence,decision,reviewed_target_cik,reviewed_target_name,reviewed_target_ticker,acquirer_name,first_public_announcement_at,announcement_date,timestamp_precision,transaction_structure,change_of_control_percent,transaction_status,transaction_status_as_of,review_primary_source_url,source_title,reviewer,reviewed_at,retrieved_at,review_notes,public_listing_evidence_url,public_listing_evidence,control_evidence,evidence_record_id
f32d56addd0fb2c0c2d1,2019-06-28,ARRAY BIOPHARMA INC,[],tender_offer_target,high,include,1100412,Array BioPharma Inc.,ARRY,Pfizer Inc.,,2019-06-17,date,tender_offer,100,pending,2019-06-17,https://www.pfizer.com/news/press-release/press-release-detail/pfizer_to_acquire_array_biopharma,Pfizer to Acquire Array BioPharma,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The joint release announces a definitive merger agreement for Pfizer to purchase Nasdaq ARRY at $48 cash per share. A tender for every outstanding common share is followed by a second-step merger acquiring remaining shares. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.pfizer.com/news/press-release/press-release-detail/pfizer_to_acquire_array_biopharma,The contemporaneous issuer release explicitly identifies Array BioPharma Inc. as Nasdaq ARRY.,The joint release announces a definitive merger agreement for Pfizer to purchase Nasdaq ARRY at $48 cash per share. A tender for every outstanding common share is followed by a second-step merger acquiring remaining shares.,primary-f32d56addd0fb2c0c2d1
2cde08601f3197d7e300,2019-11-25,MEDICINES CO /DE,[],tender_offer_target,high,include,1113481,The Medicines Company,MDCO,Novartis AG,,2019-11-24,date,tender_offer,100,pending,2019-11-24,https://www.novartis.com/news/media-releases/novartis-acquire-medicines-company-usd-97-bn-adding-inclisiran-potentially-transformational-investigational-cholesterol-lowering-therapy-address-leading-global-cause-death,Novartis to acquire The Medicines Company for USD 9.7 bn,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"Novartis announces its merger agreement with Nasdaq MDCO at $85 cash per share. Transaction Details calls for a tender covering every outstanding share and a merger making the target an indirect wholly owned subsidiary. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.novartis.com/news/media-releases/novartis-acquire-medicines-company-usd-97-bn-adding-inclisiran-potentially-transformational-investigational-cholesterol-lowering-therapy-address-leading-global-cause-death,The contemporaneous issuer release explicitly identifies The Medicines Company as Nasdaq MDCO.,Novartis announces its merger agreement with Nasdaq MDCO at $85 cash per share. Transaction Details calls for a tender covering every outstanding share and a merger making the target an indirect wholly owned subsidiary.,primary-2cde08601f3197d7e300
c8efa94de60e1314cced,2019-12-17,ARQULE INC,[],tender_offer_target,high,include,1019695,"ArQule, Inc.",ARQL,"Merck & Co., Inc.",,2019-12-09,date,tender_offer,100,pending,2019-12-09,https://www.merck.com/news/merck-to-acquire-arqule-advancing-leadership-in-oncology/,"Merck to Acquire ArQule, Advancing Leadership in Oncology",Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The companies announce a definitive $20-per-share cash agreement for Nasdaq ARQL. Merck will tender for the whole outstanding share capital, then merge its subsidiary into ArQule and cash out remaining shares. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.merck.com/news/merck-to-acquire-arqule-advancing-leadership-in-oncology/,"The contemporaneous issuer release explicitly identifies ArQule, Inc. as Nasdaq ARQL.","The companies announce a definitive $20-per-share cash agreement for Nasdaq ARQL. Merck will tender for the whole outstanding share capital, then merge its subsidiary into ArQule and cash out remaining shares.",primary-c8efa94de60e1314cced
536b6d92c91f369bba0a,2020-01-22,"Dermira, Inc.",[],tender_offer_target,high,include,1557883,"Dermira, Inc.",DERM,Eli Lilly and Company,,2020-01-10,date,tender_offer,100,pending,2020-01-10,https://investor.lilly.com/news-releases/news-release-details/lilly-announces-agreement-acquire-dermira,Lilly Announces Agreement to Acquire Dermira,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"Lilly and Nasdaq DERM announce a definitive agreement at $18.75 cash per share. Lilly proposes a tender covering every outstanding Dermira share; the release describes a conditional, not completed, transaction. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://investor.lilly.com/news-releases/news-release-details/lilly-announces-agreement-acquire-dermira,"The contemporaneous issuer release explicitly identifies Dermira, Inc. as Nasdaq DERM.","Lilly and Nasdaq DERM announce a definitive agreement at $18.75 cash per share. Lilly proposes a tender covering every outstanding Dermira share; the release describes a conditional, not completed, transaction.",primary-536b6d92c91f369bba0a
abd186656d91339c7d4b,2020-03-10,"Forty Seven, Inc.",[],tender_offer_target,high,include,1667633,"Forty Seven, Inc.",FTSV,"Gilead Sciences, Inc.",,2020-03-02,date,tender_offer,100,pending,2020-03-02,https://www.gilead.com/news/news-details/2020/gilead-to-acquire-forty-seven-for-49-billion,Gilead to Acquire Forty Seven for $4.9 Billion,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The joint release announces a definitive $95.50-per-share cash agreement for Nasdaq FTSV. Gilead plans to purchase the entire share capital through a tender and second-step merger. Gilead later explicitly identifies March 2 as the announcement date. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.gilead.com/news/news-details/2020/gilead-to-acquire-forty-seven-for-49-billion,"The contemporaneous issuer release explicitly identifies Forty Seven, Inc. as Nasdaq FTSV.",The joint release announces a definitive $95.50-per-share cash agreement for Nasdaq FTSV. Gilead plans to purchase the entire share capital through a tender and second-step merger. Gilead later explicitly identifies March 2 as the announcement date.,primary-abd186656d91339c7d4b
016765da728d01b67146,2020-05-27,PORTOLA PHARMACEUTICALS INC,[],tender_offer_target,high,include,1269021,"Portola Pharmaceuticals, Inc.",PTLA,"Alexion Pharmaceuticals, Inc.",,2020-05-05,date,tender_offer,100,pending,2020-05-05,https://www.sec.gov/Archives/edgar/data/899866/000110465920056508/tm2018594d2_ex99-1.htm,Alexion to Acquire Portola,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The SEC-filed joint release announces a definitive merger agreement for Alexion to purchase Nasdaq PTLA. The stated terms cover every outstanding Portola common share at $18 cash per share and leave closing subject to conditions. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.sec.gov/Archives/edgar/data/899866/000110465920056508/tm2018594d2_ex99-1.htm,"The contemporaneous issuer release explicitly identifies Portola Pharmaceuticals, Inc. as Nasdaq PTLA.",The SEC-filed joint release announces a definitive merger agreement for Alexion to purchase Nasdaq PTLA. The stated terms cover every outstanding Portola common share at $18 cash per share and leave closing subject to conditions.,primary-016765da728d01b67146
566e3809eb6da2d6fcd4,2020-09-02,MOMENTA PHARMACEUTICALS INC,[],tender_offer_target,high,include,1235010,"Momenta Pharmaceuticals, Inc.",MNTA,Johnson & Johnson,,2020-08-19,date,tender_offer,100,pending,2020-08-19,https://www.globenewswire.com/news-release/2020/08/19/2080519/0/en/Momenta-Enters-Definitive-Agreement-with-Johnson-Johnson.html,Momenta Enters Definitive Agreement with Johnson & Johnson,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The target-issued release announces a board-approved definitive agreement for Nasdaq MNTA at $52.50 cash per share. J&J subsidiary Vigor Sub will tender for the complete outstanding common-share capital and merge with Momenta to acquire remaining shares. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.globenewswire.com/news-release/2020/08/19/2080519/0/en/Momenta-Enters-Definitive-Agreement-with-Johnson-Johnson.html,"The contemporaneous issuer release explicitly identifies Momenta Pharmaceuticals, Inc. as Nasdaq MNTA.",The target-issued release announces a board-approved definitive agreement for Nasdaq MNTA at $52.50 cash per share. J&J subsidiary Vigor Sub will tender for the complete outstanding common-share capital and merge with Momenta to acquire remaining shares.,primary-566e3809eb6da2d6fcd4
f4271df2d7f6b9b16e9c,2020-09-24,IMMUNOMEDICS INC,[],tender_offer_target,high,include,722830,"Immunomedics, Inc.",IMMU,"Gilead Sciences, Inc.",,2020-09-13,date,tender_offer,100,pending,2020-09-13,https://www.gilead.com/news/news-details/2020/gilead-sciences-to-acquire-immunomedics,Gilead Sciences to Acquire Immunomedics,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The joint release announces a definitive agreement for Nasdaq IMMU at $88 cash per share, with a tender covering every outstanding common share and a merger for remaining shares. Gilead subsequently confirms September 13 as the definitive-announcement date. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.gilead.com/news/news-details/2020/gilead-sciences-to-acquire-immunomedics,"The contemporaneous issuer release explicitly identifies Immunomedics, Inc. as Nasdaq IMMU.","The joint release announces a definitive agreement for Nasdaq IMMU at $88 cash per share, with a tender covering every outstanding common share and a merger for remaining shares. Gilead subsequently confirms September 13 as the definitive-announcement date.",primary-f4271df2d7f6b9b16e9c
aec80d20f651f5da2f44,2020-10-19,"MyoKardia, Inc.",[],tender_offer_target,high,include,1552451,"MyoKardia, Inc.",MYOK,Bristol Myers Squibb Company,,2020-10-05,date,tender_offer,100,pending,2020-10-05,https://news.bms.com/news/details/2020/Bristol-Myers-Squibb-to-Acquire-MyoKardia-for-13.1-Billion-in-Cash/default.aspx,Bristol Myers Squibb to Acquire MyoKardia for $13.1 Billion in Cash,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The dated joint release identifies Nasdaq MYOK and a definitive $225-per-share cash merger agreement. The terms provide for a tender covering the entire outstanding common-share capital followed by a second-step merger. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://news.bms.com/news/details/2020/Bristol-Myers-Squibb-to-Acquire-MyoKardia-for-13.1-Billion-in-Cash/default.aspx,"The contemporaneous issuer release explicitly identifies MyoKardia, Inc. as Nasdaq MYOK.",The dated joint release identifies Nasdaq MYOK and a definitive $225-per-share cash merger agreement. The terms provide for a tender covering the entire outstanding common-share capital followed by a second-step merger.,primary-aec80d20f651f5da2f44
93e780a5fa3f8209e539,2021-03-04,"Pandion Therapeutics, Inc.",[],tender_offer_target,high,include,1807901,"Pandion Therapeutics, Inc.",PAND,"Merck & Co., Inc.",,2021-02-25,date,tender_offer,100,pending,2021-02-25,https://www.merck.com/news/merck-to-acquire-pandion-therapeutics/,Merck to Acquire Pandion Therapeutics,Codex-primary-source-review,2026-09-08T12:11:44.825318+00:00,2026-09-08T12:11:44.825318+00:00,"The companies announce a definitive cash agreement for Nasdaq PAND at $60 per share. Merck will tender for the entire outstanding share capital, then merge its subsidiary into Pandion and pay the same price for remaining shares. Source-reviewed by Codex; not independently adjudicated by a human. Date is the sourced definitive-announcement calendar date; intraday publication time and exhaustive earliest-publication search were not established. Status is pending as described at announcement, not a present-day deal-status claim. Control percent means proposed post-transaction ownership, not acceptance threshold or the incremental stake purchased. Announcement evidence is a label only, never a pre-event feature.",https://www.merck.com/news/merck-to-acquire-pandion-therapeutics/,"The contemporaneous issuer release explicitly identifies Pandion Therapeutics, Inc. as Nasdaq PAND.","The companies announce a definitive cash agreement for Nasdaq PAND at $60 per share. Merck will tender for the entire outstanding share capital, then merge its subsidiary into Pandion and pay the same price for remaining shares.",primary-93e780a5fa3f8209e539
